Rank,Country,Active Cases,Deaths,Recovered Patients,Date
1,United States,1558631,92258,297153,2020-05-20
2,Russia,308705,2972,85392,2020-05-20
3,Brazil,271885,17983,106794,2020-05-20
4,United Kingdom,248818,35341,,2020-05-20
5,Spain,232037,27778,150376,2020-05-20
6,Italy,226699,32169,129401,2020-05-20
7,Germany,177827,8193,155614,2020-05-20
8,Turkey,151615,4199,112895,2020-05-20
9,France,143427,28022,62563,2020-05-20
10,Iran,124603,7119,97173,2020-05-20
11,India,106750,3303,42298,2020-05-20
12,Peru,99483,2914,36524,2020-05-20
13,China,82965,4634,78244,2020-05-20
14,Canada,79112,5912,40050,2020-05-20
15,Saudi Arabia,59854,329,31634,2020-05-20
16,Belgium,55983,9150,14847,2020-05-20
17,Mexico,54346,5666,37325,2020-05-20
18,Chile,49579,509,21507,2020-05-20
19,Pakistan,45898,985,13101,2020-05-20
20,Netherlands,44447,5748,,2020-05-20
21,Qatar,35606,15,5634,2020-05-20
22,Ecuador,34151,2839,3433,2020-05-20
23,Sweden,31523,3831,4971,2020-05-20
24,Belarus,31508,175,10620,2020-05-20
25,Switzerland,30618,1614,27700,2020-05-20
26,Portugal,29432,1247,6431,2020-05-20
27,Singapore,29364,22,10365,2020-05-20
28,Bangladesh,25121,370,4993,2020-05-20
29,United Arab Emirates,25063,227,10791,2020-05-20
30,Ireland,24251,1561,19470,2020-05-20
31,Poland,19569,953,7903,2020-05-20
32,Ukraine,19230,564,5955,2020-05-20
33,Indonesia,18496,1221,4467,2020-05-20
34,South Africa,17200,312,7960,2020-05-20
35,Romania,17191,1126,10166,2020-05-20
36,Colombia,16935,613,4050,2020-05-20
37,Kuwait,16764,121,4681,2020-05-20
38,Israel,16650,277,13299,2020-05-20
39,Japan,16395,773,11884,2020-05-20
40,Austria,16272,632,14678,2020-05-20
41,Egypt,13484,659,3742,2020-05-20
42,Dominican Republic,13223,441,6685,2020-05-20
43,Philippines,13221,842,2932,2020-05-20
44,South Korea,11110,263,10066,2020-05-20
45,Denmark,11044,561,9416,2020-05-20
46,Serbia,10733,234,4904,2020-05-20
47,Panama,9726,279,6085,2020-05-20
48,Argentina,8783,393,2859,2020-05-20
49,Czech Republic,8647,302,5726,2020-05-20
50,Norway,8267,233,7999,2020-05-20
51,Afghanistan,8145,187,930,2020-05-20
52,Bahrain,7532,12,2964,2020-05-20
53,Algeria,7377,561,3746,2020-05-20
54,Australia,7069,100,6411,2020-05-20
55,Morocco,7023,193,3901,2020-05-20
56,Malaysia,7009,114,5706,2020-05-20
57,Kazakhstan,6969,35,3649,2020-05-20
58,Nigeria,6401,192,1734,2020-05-20
59,Finland,6399,301,5000,2020-05-20
60,Moldova,6340,221,2508,2020-05-20
61,Ghana,5918,31,1754,2020-05-20
62,Oman,5671,26,1574,2020-05-20
63,Armenia,5041,64,2164,2020-05-20
64,Bolivia,4481,189,533,2020-05-20
65,Luxembourg,3958,109,3718,2020-05-20
66,Iraq,3611,131,2366,2020-05-20
67,Hungary,3598,470,1454,2020-05-20
68,Cameroon,3529,140,1567,2020-05-20
69,Azerbaijan,3518,41,2198,2020-05-20
70,Thailand,3034,56,2888,2020-05-20
71,Honduras,2955,147,349,2020-05-20
72,Guinea,2863,18,1525,2020-05-20
73,Uzbekistan,2855,13,2338,2020-05-20
74,Greece,2840,166,1374,2020-05-20
75,Puerto Rico,2805,124,850,2020-05-20
76,Sudan,2728,111,286,2020-05-20
77,Senegal,2617,30,1133,2020-05-20
78,Bosnia & Herzegovina,2321,134,1522,2020-05-20
79,Bulgaria,2259,112,646,2020-05-20
80,Croatia,2232,96,1967,2020-05-20
81,Ivory Coast,2153,28,1050,2020-05-20
82,Guatemala,2133,43,155,2020-05-20
83,Tajikistan,1936,41,641,2020-05-20
84,Cuba,1887,79,1538,2020-05-20
85,North Macedonia,1839,106,1351,2020-05-20
86,Iceland,1802,10,1789,2020-05-20
87,Estonia,1791,64,938,2020-05-20
88,DR Congo,1628,61,290,2020-05-20
89,Lithuania,1562,60,1025,2020-05-20
90,Djibouti,1518,7,1033,2020-05-20
91,Gabon,1502,12,318,2020-05-20
92,Somalia,1502,59,178,2020-05-20
93,El Salvador,1498,30,502,2020-05-20
94,Slovakia,1495,28,1192,2020-05-20
95,Slovenia,1467,104,1338,2020-05-20
96,Kyrgyzstan,1243,14,898,2020-05-20
97,New Zealand,1153,21,1447,2020-05-20
98,Maldives,1143,4,91,2020-05-20
99,USS ,1102,1,53,2020-05-20
100,Charles de Gaulle,1081,0,0,2020-05-20
101,Hong Kong,1056,4,1025,2020-05-20
102,Tunisia,1043,46,819,2020-05-20
103,Guinea-Bissau,1038,6,42,2020-05-20
104,Sri Lanka,1023,9,569,2020-05-20
105,Latvia,1012,21,694,2020-05-20
106,Kosovo,989,29,769,2020-05-20
107,Kenya,963,50,358,2020-05-20
108,Lebanon,954,26,251,2020-05-20
109,Albania,949,31,742,2020-05-20
110,Cyprus,918,17,515,2020-05-20
111,Niger,914,55,734,2020-05-20
112,Mali,901,53,529,2020-05-20
113,Costa Rica,882,10,577,2020-05-20
114,Paraguay,829,11,230,2020-05-20
115,Equatorial Guinea,825,7,22,2020-05-20
116,Burkina Faso,796,51,652,2020-05-20
117,Zambia,772,7,192,2020-05-20
118,Andorra,761,51,628,2020-05-20
119,Venezuela,749,10,253,2020-05-20
120,Uruguay,738,20,579,2020-05-20
121,Diamond Princess,712,14,653,2020-05-20
122,Georgia,707,12,456,2020-05-20
123,San Marino,655,41,211,2020-05-20
124,Jordan,649,9,417,2020-05-20
125,Malta,569,6,460,2020-05-20
126,Chad,545,56,139,2020-05-20
127,Sierra Leone,534,33,167,2020-05-20
128,Haiti,533,21,21,2020-05-20
129,Jamaica,520,9,127,2020-05-20
130,Tanzania,509,21,183,2020-05-20
131,Taiwan,440,7,401,2020-05-20
132,Congo,420,15,132,2020-05-20
133,Palestine,391,2,346,2020-05-20
134,Nepal,402,2,37,2020-05-20
135,Central African Republic,366,0,18,2020-05-20
136,Ethiopia,365,5,120,2020-05-20
137,Togo,338,12,107,2020-05-20
138,Isle of Man,335,24,285,2020-05-20
139,Mauritius,332,10,322,2020-05-20
140,Cape Verde,328,2,67,2020-05-20
141,Luhansk PR,328,2,111,2020-05-20
142,Madagascar,326,2,119,2020-05-20
143,Montenegro,324,9,312,2020-05-20
144,Vietnam,324,0,263,2020-05-20
145,Rwanda,308,0,209,2020-05-20
146,Jersey,303,28,285,2020-05-20
147,South Sudan,290,4,4,2020-05-20
148,Uganda,260,0,63,2020-05-20
149,Donetsk PR,256,7,42,2020-05-20
150,Nicaragua,254,17,199,2020-05-20
151,Guernsey,252,13,235,2020-05-20
152,São Tomé & Príncipe,251,8,4,2020-05-20
153,Liberia,233,23,125,2020-05-20
154,Eswatini,208,2,87,2020-05-20
155,Myanmar,193,6,104,2020-05-20
156,Faroe Islands,187,0,187,2020-05-20
157,Yemen,167,28,5,2020-05-20
158,Guam,154,5,128,2020-05-20
159,<i>Costa Atlantica</i>,148,0,0,2020-05-20
160,Gibraltar,147,0,145,2020-05-20
161,Mozambique,146,0,48,2020-05-20
162,Brunei,141,1,136,2020-05-20
163,Mongolia,140,0,24,2020-05-20
164,Mauritania,131,4,6,2020-05-20
165,Benin,130,2,57,2020-05-20
166,Somaliland,129,10,8,2020-05-20
167,<i>Greg Mortimer</i>,128,0,,2020-05-20
168,Bermuda,125,9,78,2020-05-20
169,Guyana,124,10,46,2020-05-20
170,Cambodia,122,0,122,2020-05-20
171,Trinidad & Tobago,116,8,107,2020-05-20
172,Cayman Islands,111,1,55,2020-05-20
173,Northern Cyprus,108,4,104,2020-05-20
174,Aruba,101,3,93,2020-05-20
175,Monaco,97,4,87,2020-05-20
176,Bahamas,96,11,42,2020-05-20
177,Barbados,90,7,68,2020-05-20
178,Liechtenstein,82,1,55,2020-05-20
179,Sint Maarten,77,15,54,2020-05-20
180,Malawi,71,3,27,2020-05-20
181,U.S. Virgin Islands,69,6,61,2020-05-20
182,Libya,68,3,35,2020-05-20
183,French Polynesia,60,0,59,2020-05-20
184,Syria,58,3,36,2020-05-20
185,Angola,52,3,17,2020-05-20
186,Zimbabwe,46,4,18,2020-05-20
187,Macau,45,0,44,2020-05-20
188,Burundi,42,1,20,2020-05-20
189,Eritrea,39,0,38,2020-05-20
190,Comoros,34,1,8,2020-05-20
191,South Ossetia,34,0,0,2020-05-20
192,Botswana,25,1,17,2020-05-20
193,Abkhazia,24,1,3,2020-05-20
194,Antigua & Barbuda,24,3,11,2020-05-20
195,East Timor,24,0,21,2020-05-20
196,The Gambia,24,1,13,2020-05-20
197,Grenada,22,0,14,2020-05-20
198,Bhutan,21,0,5,2020-05-20
199,Northern Mariana Islands ,21,2,12,2020-05-20
200,Artsakh,20,0,8,2020-05-20
201,Laos,19,0,14,2020-05-20
202,Belize,18,2,16,2020-05-20
203,Fiji,18,0,15,2020-05-20
204,New Caledonia,18,0,18,2020-05-20
205,Saint Lucia,18,0,18,2020-05-20
206,Saint Vincent,17,0,14,2020-05-20
207,Curaçao,16,1,14,2020-05-20
208,Dominica,16,0,15,2020-05-20
209,Namibia,16,0,14,2020-05-20
210,Saint Kitts & Nevis,15,0,15,2020-05-20
211,Falkland Islands,13,0,13,2020-05-20
212,MS ,13,4,,2020-05-20
213,Coral Princess,12,2,,2020-05-20
214,Turks & Caicos Islands,12,1,10,2020-05-20
215,Vatican City,12,0,2,2020-05-20
216,Greenland,11,0,11,2020-05-20
217,Montserrat,11,1,10,2020-05-20
218,Seychelles,11,0,7,2020-05-20
219,Suriname,11,1,9,2020-05-20
220,British Virgin Islands,8,1,6,2020-05-20
221,HNLMS ,8,0,,2020-05-20
222,Papua New Guinea,8,0,8,2020-05-20
223,Anguilla,3,0,3,2020-05-20
224,Bonaire,2,0,2,2020-05-20
225,Saba,2,0,2,2020-05-20
226,Sint Eustatius,2,0,2,2020-05-20
227,Lesotho,1,0,0,2020-05-20
228,Saint Pierre & Miquelon,1,0,1,2020-05-20
1,United States,1581903,93806,301341,2020-05-21
2,Russia,317554,3099,92681,2020-05-21
3,Brazil,293357,18894,116683,2020-05-21
4,United Kingdom,248293,35704,,2020-05-21
5,Spain,232555,27888,150376,2020-05-21
6,Italy,227364,32330,132282,2020-05-21
7,Germany,178531,8270,156802,2020-05-21
8,Turkey,152587,4222,113987,2020-05-21
9,France,143845,28132,63354,2020-05-21
10,Iran,126949,7183,98808,2020-05-21
11,India,112359,3435,45300,2020-05-21
12,Peru,104020,3024,41968,2020-05-21
13,China,82967,4634,78249,2020-05-21
14,Canada,80142,6031,40776,2020-05-21
15,Saudi Arabia,62545,339,33478,2020-05-21
16,Mexico,56594,6090,38876,2020-05-21
17,Belgium,55983,9150,14847,2020-05-21
18,Chile,53616,544,22504,2020-05-21
19,Pakistan,48091,1017,14155,2020-05-21
20,Netherlands,44447,5748,,2020-05-21
21,Qatar,37097,16,6600,2020-05-21
22,Ecuador,34854,2888,3536,2020-05-21
23,Belarus,32426,179,11415,2020-05-21
24,Sweden,31523,3831,4971,2020-05-21
25,Switzerland,30658,1630,27800,2020-05-21
26,Singapore,29812,22,11207,2020-05-21
27,Portugal,29660,1263,6452,2020-05-21
28,Bangladesh,26738,386,5207,2020-05-21
29,United Arab Emirates,26004,233,11809,2020-05-21
30,Ireland,24315,1571,19470,2020-05-21
31,Poland,19739,962,8183,2020-05-21
32,Ukraine,19706,579,6227,2020-05-21
33,Indonesia,19189,1242,4575,2020-05-21
34,South Africa,18003,339,7950,2020-05-21
35,Colombia,17687,630,4256,2020-05-21
36,Kuwait,17568,124,4885,2020-05-21
37,Romania,17387,1141,10356,2020-05-21
38,Israel,16667,279,13504,2020-05-21
39,Japan,16433,784,12286,2020-05-21
40,Austria,16319,633,14882,2020-05-21
41,Egypt,14229,680,3994,2020-05-21
42,Dominican Republic,13477,446,7142,2020-05-21
43,Philippines,13221,842,2932,2020-05-21
44,South Korea,11122,264,10135,2020-05-21
45,Denmark,11117,554,9536,2020-05-21
46,Serbia,10833,235,5067,2020-05-21
47,Panama,9977,287,6194,2020-05-21
48,Argentina,9270,403,2920,2020-05-21
49,Czech Republic,8721,304,5830,2020-05-21
50,Norway,8281,234,7999,2020-05-21
51,Afghanistan,8145,187,930,2020-05-21
52,Bahrain,7888,12,3568,2020-05-21
53,Algeria,7542,568,3968,2020-05-21
54,Kazakhstan,7234,35,3734,2020-05-21
55,Morocco,7133,194,4098,2020-05-21
56,Australia,7077,100,6444,2020-05-21
57,Malaysia,7009,114,5706,2020-05-21
58,Nigeria,6677,200,1840,2020-05-21
59,Moldova,6553,228,2553,2020-05-21
60,Finland,6443,304,4800,2020-05-21
61,Ghana,6269,31,1898,2020-05-21
62,Oman,6043,30,1661,2020-05-21
63,Armenia,5271,67,2419,2020-05-21
64,Bolivia,4919,199,533,2020-05-21
65,Luxembourg,3971,109,3728,2020-05-21
66,Cameroon,3733,146,1595,2020-05-21
67,Iraq,3724,134,2438,2020-05-21
68,Hungary,3641,473,1509,2020-05-21
69,Azerbaijan,3631,43,2253,2020-05-21
70,Thailand,3034,56,2888,2020-05-21
71,Honduras,2955,147,349,2020-05-21
72,Uzbekistan,2939,13,2372,2020-05-21
73,Puerto Rico,2866,125,850,2020-05-21
74,Guinea,2863,18,1525,2020-05-21
75,Greece,2850,166,1374,2020-05-21
76,Sudan,2728,111,286,2020-05-21
77,Senegal,2714,30,1186,2020-05-21
78,Bosnia & Herzegovina,2338,136,1557,2020-05-21
79,Bulgaria,2292,116,684,2020-05-21
80,Guatemala,2265,45,159,2020-05-21
81,Croatia,2234,96,1978,2020-05-21
82,Ivory Coast,2231,29,1083,2020-05-21
83,Tajikistan,2140,41,641,2020-05-21
84,Cuba,1900,79,1573,2020-05-21
85,North Macedonia,1858,110,1367,2020-05-21
86,Djibouti,1828,9,1052,2020-05-21
87,Iceland,1803,10,1789,2020-05-21
88,Estonia,1794,64,956,2020-05-21
89,DR Congo,1730,61,302,2020-05-21
90,Lithuania,1577,60,1049,2020-05-21
91,Somalia,1573,61,188,2020-05-21
92,El Salvador,1571,31,537,2020-05-21
93,Gabon,1567,12,365,2020-05-21
94,Slovakia,1496,28,1231,2020-05-21
95,Slovenia,1468,105,1340,2020-05-21
96,Kyrgyzstan,1270,14,910,2020-05-21
97,Maldives,1186,4,91,2020-05-21
98,New Zealand,1153,21,1452,2020-05-21
99,USS ,1102,1,53,2020-05-21
100,Guinea-Bissau,1089,6,42,2020-05-21
101,Charles de Gaulle,1081,0,0,2020-05-21
102,Hong Kong,1056,4,1026,2020-05-21
103,Tunisia,1045,47,862,2020-05-21
104,Kenya,1029,50,366,2020-05-21
105,Sri Lanka,1028,9,584,2020-05-21
106,Latvia,1016,21,694,2020-05-21
107,Kosovo,989,29,769,2020-05-21
108,Albania,964,31,758,2020-05-21
109,Lebanon,961,26,251,2020-05-21
110,Mali,931,53,543,2020-05-21
111,Cyprus,922,17,516,2020-05-21
112,Niger,920,58,738,2020-05-21
113,Costa Rica,897,10,582,2020-05-21
114,Equatorial Guinea,890,7,22,2020-05-21
115,Paraguay,833,11,242,2020-05-21
116,Zambia,832,7,197,2020-05-21
117,Venezuela,824,10,262,2020-05-21
118,Burkina Faso,809,52,661,2020-05-21
119,Andorra,762,51,639,2020-05-21
120,Uruguay,746,20,588,2020-05-21
121,Georgia,713,12,475,2020-05-21
122,Diamond Princess,712,14,653,2020-05-21
123,Jordan,672,9,446,2020-05-21
124,San Marino,656,41,220,2020-05-21
125,Haiti,596,22,21,2020-05-21
126,Malta,584,6,465,2020-05-21
127,Sierra Leone,570,34,205,2020-05-21
128,Chad,565,57,177,2020-05-21
129,Jamaica,520,9,127,2020-05-21
130,Tanzania,509,21,183,2020-05-21
131,Taiwan,440,7,401,2020-05-21
132,Nepal,427,2,45,2020-05-21
133,Congo,420,15,132,2020-05-21
134,Central African Republic,418,0,18,2020-05-21
135,Palestine,398,2,346,2020-05-21
136,Ethiopia,389,5,122,2020-05-21
137,Madagascar,371,2,131,2020-05-21
138,Cape Verde,349,3,85,2020-05-21
139,Luhansk PR,345,2,111,2020-05-21
140,Togo,340,12,110,2020-05-21
141,Isle of Man,336,24,302,2020-05-21
142,Mauritius,332,10,322,2020-05-21
143,Montenegro,324,9,312,2020-05-21
144,Vietnam,324,0,263,2020-05-21
145,Rwanda,314,0,216,2020-05-21
146,Jersey,306,29,256,2020-05-21
147,Donetsk PR,305,9,73,2020-05-21
148,South Sudan,290,4,4,2020-05-21
149,Nicaragua,279,17,199,2020-05-21
150,Guernsey,252,13,236,2020-05-21
151,São Tomé & Príncipe,251,8,4,2020-05-21
152,Liberia,238,23,128,2020-05-21
153,Eswatini,217,2,97,2020-05-21
154,Myanmar,199,6,108,2020-05-21
155,Faroe Islands,187,0,187,2020-05-21
156,Yemen,180,29,5,2020-05-21
157,Mozambique,156,0,48,2020-05-21
158,Guam,154,5,128,2020-05-21
159,Gibraltar,149,0,145,2020-05-21
160,<i>Costa Atlantica</i>,148,0,0,2020-05-21
161,Uganda,145,0,65,2020-05-21
162,Brunei,141,1,136,2020-05-21
163,Mauritania,141,4,6,2020-05-21
164,Mongolia,140,0,24,2020-05-21
165,Benin,130,2,57,2020-05-21
166,Somaliland,129,10,8,2020-05-21
167,<i>Greg Mortimer</i>,128,0,,2020-05-21
168,Bermuda,125,9,78,2020-05-21
169,Guyana,124,10,47,2020-05-21
170,Cambodia,122,0,122,2020-05-21
171,Trinidad & Tobago,116,8,107,2020-05-21
172,Cayman Islands,111,1,55,2020-05-21
173,Northern Cyprus,108,4,104,2020-05-21
174,Aruba,101,3,95,2020-05-21
175,Bahamas,97,11,44,2020-05-21
176,Monaco,97,4,87,2020-05-21
177,Barbados,90,7,68,2020-05-21
178,Liechtenstein,82,1,55,2020-05-21
179,Sint Maarten,77,15,54,2020-05-21
180,Malawi,71,3,27,2020-05-21
181,Libya,69,3,35,2020-05-21
182,U.S. Virgin Islands,69,6,61,2020-05-21
183,French Polynesia,60,0,59,2020-05-21
184,Syria,58,3,36,2020-05-21
185,Angola,52,3,17,2020-05-21
186,Zimbabwe,48,4,18,2020-05-21
187,Macau,45,0,44,2020-05-21
188,Burundi,42,1,20,2020-05-21
189,Eritrea,39,0,38,2020-05-21
190,Comoros,34,1,8,2020-05-21
191,South Ossetia,34,0,0,2020-05-21
192,Artsakh,29,0,8,2020-05-21
193,Botswana,25,1,17,2020-05-21
194,Abkhazia,25,1,3,2020-05-21
195,Antigua & Barbuda,24,3,11,2020-05-21
196,East Timor,24,0,21,2020-05-21
197,The Gambia,24,1,13,2020-05-21
198,Grenada,22,0,14,2020-05-21
199,Bhutan,21,0,6,2020-05-21
200,Northern Mariana Islands ,21,2,12,2020-05-21
201,Laos,19,0,14,2020-05-21
202,Belize,18,2,16,2020-05-21
203,Fiji,18,0,15,2020-05-21
204,New Caledonia,18,0,18,2020-05-21
205,Saint Lucia,18,0,18,2020-05-21
206,Saint Vincent,17,0,14,2020-05-21
207,Curaçao,16,1,14,2020-05-21
208,Dominica,16,0,16,2020-05-21
209,Namibia,16,0,14,2020-05-21
210,Saint Kitts & Nevis,15,0,15,2020-05-21
211,Falkland Islands,13,0,13,2020-05-21
212,MS ,13,4,,2020-05-21
213,Coral Princess,12,2,,2020-05-21
214,Turks & Caicos Islands,12,1,10,2020-05-21
215,Vatican City,12,0,2,2020-05-21
216,Greenland,11,0,11,2020-05-21
217,Montserrat,11,1,10,2020-05-21
218,Seychelles,11,0,7,2020-05-21
219,Suriname,11,1,9,2020-05-21
220,British Virgin Islands,8,1,6,2020-05-21
221,HNLMS ,8,0,,2020-05-21
222,Papua New Guinea,8,0,8,2020-05-21
223,Anguilla,3,0,3,2020-05-21
224,Bonaire,2,0,2,2020-05-21
225,Saba,2,0,2,2020-05-21
226,Sint Eustatius,2,0,2,2020-05-21
227,Lesotho,1,0,0,2020-05-21
228,Saint Pierre & Miquelon,1,0,1,2020-05-21
1,United States,1608085,95087,308195,2020-05-22
2,Russia,326448,3249,99825,2020-05-22
3,Brazil,310087,20047,125960,2020-05-22
4,United Kingdom,254195,36393,,2020-05-22
5,Spain,233185,28001,151294,2020-05-22
6,Italy,228006,32486,134560,2020-05-22
7,Germany,179021,8309,157941,2020-05-22
8,Turkey,153548,4249,114990,2020-05-22
9,France,144163,28215,63858,2020-05-22
10,Iran,129341,7249,100564,2020-05-22
11,India,118447,3583,48534,2020-05-22
12,Peru,108769,3148,43587,2020-05-22
13,China,82971,4634,78255,2020-05-22
14,Canada,81324,6152,41715,2020-05-22
15,Saudi Arabia,65077,351,36040,2020-05-22
16,Mexico,60548,6586,40659,2020-05-22
17,Chile,57581,589,23992,2020-05-22
18,Belgium,56511,9212,14123,2020-05-22
19,Pakistan,50694,1067,15201,2020-05-22
20,Netherlands,44888,5788,,2020-05-22
21,Qatar,38651,17,7288,2020-05-22
22,Ecuador,35306,2939,3557,2020-05-22
23,Belarus,33371,185,12057,2020-05-22
24,Sweden,32809,3925,4971,2020-05-22
25,Switzerland,30694,1638,27900,2020-05-22
26,Singapore,30426,23,12117,2020-05-22
27,Portugal,29912,1277,6452,2020-05-22
28,Bangladesh,28511,408,5602,2020-05-22
29,United Arab Emirates,26898,237,12755,2020-05-22
30,Ireland,24391,1583,21060,2020-05-22
31,Indonesia,20796,1326,5057,2020-05-22
32,Poland,20379,973,8452,2020-05-22
33,Ukraine,20148,588,6585,2020-05-22
34,South Africa,19137,369,8950,2020-05-22
35,Kuwait,18609,129,5205,2020-05-22
36,Colombia,18330,652,4431,2020-05-22
37,Romania,17712,1159,10777,2020-05-22
38,Israel,16670,279,13617,2020-05-22
39,Japan,16518,799,12672,2020-05-22
40,Austria,16353,633,14951,2020-05-22
41,Egypt,15003,696,4217,2020-05-22
42,Dominican Republic,13657,448,7366,2020-05-22
43,Philippines,13597,857,3092,2020-05-22
44,Denmark,11230,561,9764,2020-05-22
45,South Korea,11142,264,10162,2020-05-22
46,Serbia,10919,237,5370,2020-05-22
47,Panama,10116,291,6245,2020-05-22
48,Argentina,9918,416,3019,2020-05-22
49,Afghanistan,9216,205,993,2020-05-22
50,Czech Republic,8743,306,5922,2020-05-22
51,Norway,8301,234,7999,2020-05-22
52,Bahrain,8174,12,3873,2020-05-22
53,Algeria,7728,575,4062,2020-05-22
54,Kazakhstan,7597,35,3885,2020-05-22
55,Morocco,7211,196,4280,2020-05-22
56,Malaysia,7137,115,5859,2020-05-22
57,Australia,7079,100,6444,2020-05-22
58,Nigeria,7016,211,1907,2020-05-22
59,Moldova,6704,233,3389,2020-05-22
60,Finland,6493,306,4800,2020-05-22
61,Oman,6370,30,1821,2020-05-22
62,Ghana,6269,31,1898,2020-05-22
63,Armenia,5606,70,2581,2020-05-22
64,Bolivia,5187,215,561,2020-05-22
65,Cameroon,4288,156,1808,2020-05-22
66,Luxembourg,3980,109,3741,2020-05-22
67,Iraq,3877,140,2483,2020-05-22
68,Azerbaijan,3749,44,2340,2020-05-22
69,Hungary,3678,476,1587,2020-05-22
70,Sudan,3138,121,309,2020-05-22
71,Honduras,3204,156,397,2020-05-22
72,Guinea,3067,18,1575,2020-05-22
73,Thailand,3037,56,2897,2020-05-22
74,Uzbekistan,2967,13,2407,2020-05-22
75,Puerto Rico,2913,126,850,2020-05-22
76,Greece,2853,168,1374,2020-05-22
77,Senegal,2812,32,1251,2020-05-22
78,Guatemala,2512,48,222,2020-05-22
79,Bosnia & Herzegovina,2350,140,1596,2020-05-22
80,Tajikistan,2350,44,470,2020-05-22
81,Bulgaria,2331,120,727,2020-05-22
82,Ivory Coast,2301,29,1100,2020-05-22
83,Croatia,2237,97,1978,2020-05-22
84,Djibouti,2047,10,1055,2020-05-22
85,Cuba,1908,80,1603,2020-05-22
86,North Macedonia,1898,111,1378,2020-05-22
87,DR Congo,1834,61,302,2020-05-22
88,Iceland,1803,10,1790,2020-05-22
89,Estonia,1800,64,963,2020-05-22
90,El Salvador,1640,33,544,2020-05-22
91,Somalia,1594,61,204,2020-05-22
92,Lithuania,1593,61,1049,2020-05-22
93,Gabon,1567,12,365,2020-05-22
94,Slovakia,1502,28,1245,2020-05-22
95,Slovenia,1468,106,1340,2020-05-22
96,Kyrgyzstan,1313,14,929,2020-05-22
97,Maldives,1216,4,91,2020-05-22
98,New Zealand,1154,21,1455,2020-05-22
99,Guinea-Bissau,1109,6,42,2020-05-22
100,Kenya,1161,50,380,2020-05-22
101,USS ,1102,1,53,2020-05-22
102,Charles de Gaulle,1081,0,0,2020-05-22
103,Hong Kong,1064,4,1029,2020-05-22
104,Sri Lanka,1048,9,604,2020-05-22
105,Tunisia,1045,47,862,2020-05-22
106,Latvia,1025,22,694,2020-05-22
107,Lebanon,1024,26,663,2020-05-22
108,Kosovo,1003,29,772,2020-05-22
109,Albania,969,31,771,2020-05-22
110,Mali,947,60,558,2020-05-22
111,Niger,924,60,753,2020-05-22
112,Cyprus,923,17,561,2020-05-22
113,Costa Rica,903,10,592,2020-05-22
114,Equatorial Guinea,903,10,22,2020-05-22
115,Zambia,866,7,302,2020-05-22
116,Paraguay,836,11,256,2020-05-22
117,Venezuela,882,10,262,2020-05-22
118,Burkina Faso,812,52,669,2020-05-22
119,Andorra,762,51,646,2020-05-22
120,Uruguay,749,20,594,2020-05-22
121,Georgia,723,12,495,2020-05-22
122,Diamond Princess,712,14,653,2020-05-22
123,Jordan,684,9,457,2020-05-22
124,Haiti,663,22,21,2020-05-22
125,San Marino,658,41,235,2020-05-22
126,Malta,599,6,468,2020-05-22
127,Chad,588,58,186,2020-05-22
128,Sierra Leone,585,35,205,2020-05-22
129,Jamaica,520,9,127,2020-05-22
130,Tanzania,509,21,183,2020-05-22
131,South Sudan,481,4,4,2020-05-22
132,Congo,469,16,137,2020-05-22
133,Taiwan,441,7,407,2020-05-22
134,Nepal,487,3,49,2020-05-22
135,Central African Republic,436,0,18,2020-05-22
