Rank,Country,Active Cases,Deaths,Recovered Patients,Date
215,Coral Princess,12,2,,2020-05-31
216,Turks & Caicos Islands,12,1,10,2020-05-31
217,Vatican City,12,0,2,2020-05-31
218,Montserrat,11,1,10,2020-05-31
219,Seychelles,11,0,11,2020-05-31
220,British Virgin Islands,8,1,7,2020-05-31
221,HNLMS ,8,0,,2020-05-31
222,Papua New Guinea,8,0,8,2020-05-31
223,Anguilla,3,0,3,2020-05-31
224,Saba,3,0,3,2020-05-31
225,Bonaire,2,0,2,2020-05-31
226,Lesotho,2,0,1,2020-05-31
227,Sint Eustatius,2,0,2,2020-05-31
228,Saint Pierre & Miquelon,1,0,1,2020-05-31
1,United States,1825803,105770,398283,2020-06-01
2,Brazil,514992,29341,206555,2020-06-01
3,Russia,405843,4693,171883,2020-06-01
4,United Kingdom,274762,38489,,2020-06-01
5,Spain,239429,27127,150376,2020-06-01
6,Italy,233019,33415,157507,2020-06-01
7,India,190535,5394,91819,2020-06-01
8,Germany,183494,8605,165226,2020-06-01
9,Peru,164476,4506,67208,2020-06-01
10,Turkey,163942,4540,127973,2020-06-01
11,France,151753,28802,68355,2020-06-01
12,Iran,151466,7797,118848,2020-06-01
13,Chile,99688,1054,42727,2020-06-01
14,Canada,90947,7295,48879,2020-06-01
15,Mexico,90664,9930,64326,2020-06-01
16,Saudi Arabia,85261,503,62442,2020-06-01
17,China,83017,4634,78307,2020-06-01
18,Pakistan,69496,1483,25271,2020-06-01
19,Belgium,58381,9467,15887,2020-06-01
20,Qatar,56910,38,30290,2020-06-01
21,Bangladesh,47153,650,9781,2020-06-01
22,Netherlands,46442,5956,,2020-06-01
23,Belarus,42556,235,18514,2020-06-01
24,Ecuador,39098,3358,3900,2020-06-01
25,Sweden,37542,4395,4971,2020-06-01
26,Singapore,34884,23,21699,2020-06-01
27,United Arab Emirates,34557,264,17932,2020-06-01
28,South Africa,32683,683,16809,2020-06-01
29,Portugal,32500,1410,19409,2020-06-01
30,Switzerland,30862,1657,28400,2020-06-01
31,Colombia,29383,939,8543,2020-06-01
32,Kuwait,27043,212,11386,2020-06-01
33,Indonesia,26473,1613,7308,2020-06-01
34,Ireland,24990,1652,22089,2020-06-01
35,Egypt,24985,959,6810,2020-06-01
36,Ukraine,24012,718,9690,2020-06-01
37,Poland,23786,1064,11271,2020-06-01
38,Romania,19257,1262,13256,2020-06-01
39,Philippines,18086,957,3909,2020-06-01
40,Israel,17024,284,14812,2020-06-01
41,Dominican Republic,16908,498,9557,2020-06-01
42,Argentina,16838,539,5323,2020-06-01
43,Japan,16804,886,14406,2020-06-01
44,Austria,16731,668,15593,2020-06-01
45,Afghanistan,15205,257,1328,2020-06-01
46,Panama,13463,336,9514,2020-06-01
47,Denmark,11669,574,10362,2020-06-01
48,South Korea,11503,271,10422,2020-06-01
49,Oman,11437,49,2682,2020-06-01
50,Serbia,11412,243,6698,2020-06-01
51,Kazakhstan,11308,41,5404,2020-06-01
52,Bahrain,11288,19,6673,2020-06-01
53,Nigeria,10162,287,3007,2020-06-01
54,Bolivia,9982,313,986,2020-06-01
55,Algeria,9394,653,5748,2020-06-01
56,Armenia,9282,131,3386,2020-06-01
57,Czech Republic,9268,320,6558,2020-06-01
58,Norway,8440,236,7727,2020-06-01
59,Moldova,8251,295,4581,2020-06-01
60,Ghana,7881,36,2841,2020-06-01
61,Malaysia,7819,115,6353,2020-06-01
62,Morocco,7807,205,5459,2020-06-01
63,Australia,7193,103,6614,2020-06-01
64,Finland,6859,320,5500,2020-06-01
65,Iraq,6439,205,3156,2020-06-01
66,Cameroon,5904,191,3568,2020-06-01
67,Azerbaijan,5494,63,3428,2020-06-01
68,Honduras,5202,212,537,2020-06-01
69,Guatemala,5087,108,735,2020-06-01
70,Sudan,5026,286,1423,2020-06-01
71,Luxembourg,4018,110,3833,2020-06-01
72,Tajikistan,3930,47,2004,2020-06-01
73,Hungary,3892,527,2156,2020-06-01
74,Puerto Rico,3776,136,850,2020-06-01
75,Guinea,3706,23,2030,2020-06-01
76,Senegal,3645,41,1801,2020-06-01
77,Uzbekistan,3623,15,2837,2020-06-01
78,Djibouti,3354,24,1504,2020-06-01
79,Thailand,3081,57,2963,2020-06-01
80,DR Congo,3046,72,448,2020-06-01
81,Greece,2917,175,1374,2020-06-01
82,Ivory Coast,2833,33,1435,2020-06-01
83,Gabon,2655,17,722,2020-06-01
84,El Salvador,2517,46,1040,2020-06-01
85,Bulgaria,2513,140,1074,2020-06-01
86,Bosnia & Herzegovina,2510,153,1862,2020-06-01
87,Croatia,2246,103,2072,2020-06-01
88,North Macedonia,2226,133,1552,2020-06-01
89,Haiti,2124,44,24,2020-06-01
90,Cuba,2045,83,1809,2020-06-01
91,Somalia,1976,78,348,2020-06-01
92,Kenya,1962,64,474,2020-06-01
93,Estonia,1869,68,1624,2020-06-01
94,Iceland,1806,10,1794,2020-06-01
95,Maldives,1773,5,453,2020-06-01
96,Kyrgyzstan,1748,16,1170,2020-06-01
97,Lithuania,1675,70,1236,2020-06-01
98,Sri Lanka,1633,10,801,2020-06-01
99,Nepal,1572,8,220,2020-06-01
100,Slovakia,1521,28,1366,2020-06-01
101,Venezuela,1510,14,302,2020-06-01
102,Slovenia,1473,108,1357,2020-06-01
103,Equatorial Guinea,1306,12,200,2020-06-01
104,Guinea-Bissau,1256,8,42,2020-06-01
105,Mali,1265,77,716,2020-06-01
106,Lebanon,1220,27,712,2020-06-01
107,Ethiopia,1172,11,209,2020-06-01
108,New Zealand,1154,22,1131,2020-06-01
109,Albania,1137,33,872,2020-06-01
110,USS ,1102,1,53,2020-06-01
111,Hong Kong,1085,4,1037,2020-06-01
112,Charles de Gaulle,1081,0,0,2020-06-01
113,Tunisia,1077,48,960,2020-06-01
114,Latvia,1066,24,745,2020-06-01
115,Kosovo,1064,30,829,2020-06-01
116,Zambia,1057,7,779,2020-06-01
117,Costa Rica,1056,10,669,2020-06-01
118,Central African Republic,1011,2,23,2020-06-01
119,South Sudan,994,10,6,2020-06-01
120,Paraguay,986,11,477,2020-06-01
121,Niger,958,64,839,2020-06-01
122,Cyprus,944,17,790,2020-06-01
123,Sierra Leone,861,46,454,2020-06-01
124,Burkina Faso,847,53,719,2020-06-01
125,Uruguay,823,22,683,2020-06-01
126,Georgia,783,12,605,2020-06-01
127,Chad,778,65,491,2020-06-01
128,Madagascar,771,6,168,2020-06-01
129,Andorra,764,51,692,2020-06-01
130,Nicaragua,759,35,370,2020-06-01
131,Jordan,739,9,522,2020-06-01
132,Diamond Princess,712,14,653,2020-06-01
133,San Marino,671,42,344,2020-06-01
134,Malta,618,9,525,2020-06-01
135,Congo,611,20,179,2020-06-01
136,Jamaica,581,9,290,2020-06-01
137,Donetsk PR,539,18,134,2020-06-01
138,Mauritania,530,23,27,2020-06-01
139,Tanzania,509,21,183,2020-06-01
140,São Tomé & Príncipe,483,12,68,2020-06-01
141,Palestine,448,3,368,2020-06-01
142,Taiwan,442,7,421,2020-06-01
143,Togo,442,13,211,2020-06-01
144,Cape Verde,435,4,193,2020-06-01
145,Uganda,417,0,72,2020-06-01
146,Luhansk PR,405,6,306,2020-06-01
147,Rwanda,370,1,256,2020-06-01
148,Isle of Man,336,24,309,2020-06-01
149,Mauritius,335,10,322,2020-06-01
150,Vietnam,328,0,279,2020-06-01
151,Montenegro,324,9,315,2020-06-01
152,Yemen,323,80,14,2020-06-01
153,Jersey,308,29,287,2020-06-01
154,Somaliland,286,19,33,2020-06-01
155,Liberia,288,27,157,2020-06-01
156,Eswatini,285,2,189,2020-06-01
157,Malawi,284,4,42,2020-06-01
158,Guernsey,252,13,238,2020-06-01
159,Mozambique,254,2,91,2020-06-01
160,Benin,232,3,143,2020-06-01
161,Myanmar,224,6,130,2020-06-01
162,Faroe Islands,187,0,187,2020-06-01
163,Mongolia,179,0,44,2020-06-01
164,Zimbabwe,178,4,29,2020-06-01
165,Guam,172,5,143,2020-06-01
166,Gibraltar,170,0,149,2020-06-01
167,Libya,156,5,52,2020-06-01
168,Guyana,153,12,70,2020-06-01
169,<i>Costa Atlantica</i>,148,0,0,2020-06-01
170,Brunei,141,2,138,2020-06-01
171,Cayman Islands,141,1,68,2020-06-01
172,Bermuda,140,9,92,2020-06-01
173,<i>Greg Mortimer</i>,128,1,,2020-06-01
174,Cambodia,125,0,123,2020-06-01
175,Syria,122,5,46,2020-06-01
176,Trinidad & Tobago,117,8,108,2020-06-01
177,Northern Cyprus,108,4,104,2020-06-01
178,Comoros,106,2,26,2020-06-01
179,Bahamas,102,11,48,2020-06-01
180,Aruba,101,3,98,2020-06-01
181,Monaco,99,4,90,2020-06-01
182,Barbados,92,7,76,2020-06-01
183,Angola,86,4,18,2020-06-01
184,Liechtenstein,82,1,55,2020-06-01
185,Sint Maarten,77,15,60,2020-06-01
186,U.S. Virgin Islands,69,6,61,2020-06-01
187,Burundi,63,1,33,2020-06-01
188,French Polynesia,60,0,60,2020-06-01
189,Macau,45,0,45,2020-06-01
190,Bhutan,43,0,6,2020-06-01
191,Artsakh,40,0,26,2020-06-01
192,Eritrea,39,0,39,2020-06-01
193,South Ossetia,37,0,30,2020-06-01
194,Botswana,35,1,20,2020-06-01
195,Abkhazia,28,1,15,2020-06-01
196,Antigua & Barbuda,26,3,19,2020-06-01
197,Saint Vincent,26,0,14,2020-06-01
198,The Gambia,25,1,20,2020-06-01
199,East Timor,24,0,24,2020-06-01
200,Namibia,24,0,14,2020-06-01
201,Grenada,23,0,18,2020-06-01
202,Suriname,23,1,9,2020-06-01
203,Northern Mariana Islands ,22,2,15,2020-06-01
204,Curaçao,19,1,14,2020-06-01
205,Laos,19,0,16,2020-06-01
206,Belize,18,2,16,2020-06-01
207,Fiji,18,0,15,2020-06-01
208,New Caledonia,18,0,18,2020-06-01
209,Saint Lucia,18,0,18,2020-06-01
210,Dominica,16,0,16,2020-06-01
211,Saint Kitts & Nevis,15,0,15,2020-06-01
212,Falkland Islands,13,0,13,2020-06-01
213,Greenland,13,0,11,2020-06-01
214,MS ,13,4,,2020-06-01
215,Coral Princess,12,2,,2020-06-01
216,Turks & Caicos Islands,12,1,10,2020-06-01
217,Vatican City,12,0,2,2020-06-01
218,Montserrat,11,1,10,2020-06-01
219,Seychelles,11,0,11,2020-06-01
220,British Virgin Islands,8,1,7,2020-06-01
221,HNLMS ,8,0,,2020-06-01
222,Papua New Guinea,8,0,8,2020-06-01
223,Anguilla,3,0,3,2020-06-01
224,Saba,3,0,3,2020-06-01
225,Bonaire,2,0,2,2020-06-01
226,Lesotho,2,0,1,2020-06-01
227,Sint Eustatius,2,0,2,2020-06-01
228,Saint Pierre & Miquelon,1,0,1,2020-06-01
1,United States,1847729,106550,412008,2020-06-02
2,Brazil,529405,30058,211080,2020-06-02
3,Russia,423741,5037,186985,2020-06-02
4,United Kingdom,276332,39045,,2020-06-02
5,Spain,239638,27127,150376,2020-06-02
6,Italy,233197,33475,158355,2020-06-02
7,India,198706,5598,95527,2020-06-02
8,Germany,183765,8618,165834,2020-06-02
9,Peru,170039,4634,68507,2020-06-02
10,Turkey,164769,4563,128947,2020-06-02
11,Iran,154445,7878,121004,2020-06-02
12,France,152091,28833,68440,2020-06-02
13,Chile,105159,1113,44946,2020-06-02
14,Mexico,93435,10167,67491,2020-06-02
15,Canada,91705,7326,49726,2020-06-02
16,Saudi Arabia,87142,525,64306,2020-06-02
17,China,83022,4634,78315,2020-06-02
18,Pakistan,76398,1621,27110,2020-06-02
19,Belgium,58615,9505,15934,2020-06-02
20,Qatar,58433,40,33437,2020-06-02
21,Bangladesh,52445,709,11120,2020-06-02
22,Netherlands,46545,5962,,2020-06-02
23,Belarus,43403,240,18776,2020-06-02
24,Ecuador,39098,3358,3900,2020-06-02
25,Sweden,37814,4403,4971,2020-06-02
26,Singapore,35836,24,22466,2020-06-02
27,United Arab Emirates,35192,266,18338,2020-06-02
28,South Africa,34357,705,17291,2020-06-02
29,Portugal,32700,1424,19552,2020-06-02
30,Switzerland,30871,1657,28500,2020-06-02
31,Colombia,30493,969,9661,2020-06-02
32,Kuwait,28649,226,14281,2020-06-02
33,Indonesia,27549,1663,7935,2020-06-02
34,Egypt,26384,1005,7149,2020-06-02
35,Ireland,25062,1650,22089,2020-06-02
36,Poland,24165,1074,11449,2020-06-02
37,Ukraine,24012,718,9690,2020-06-02
38,Romania,19517,1279,13526,2020-06-02
39,Philippines,18638,960,3979,2020-06-02
40,Dominican Republic,17572,502,10893,2020-06-02
41,Argentina,17402,556,5508,2020-06-02
42,Israel,17169,285,14826,2020-06-02
43,Japan,16884,892,14502,2020-06-02
44,Austria,16733,668,15596,2020-06-02
45,Afghanistan,16509,270,1450,2020-06-02
46,Panama,13837,344,9514,2020-06-02
47,Oman,12223,50,2682,2020-06-02
48,Bahrain,11871,19,7076,2020-06-02
49,Denmark,11699,576,10412,2020-06-02
50,Kazakhstan,11571,41,5587,2020-06-02
51,South Korea,11541,272,10446,2020-06-02
52,Serbia,11430,244,6726,2020-06-02
53,Nigeria,10578,299,3122,2020-06-02
54,Bolivia,10531,343,1137,2020-06-02
55,Armenia,10009,158,3427,2020-06-02
56,Algeria,9513,661,5894,2020-06-02
57,Czech Republic,9286,321,6642,2020-06-02
58,Norway,8446,236,7727,2020-06-02
59,Moldova,8360,305,4622,2020-06-02
60,Ghana,8070,36,2947,2020-06-02
61,Malaysia,7877,115,6470,2020-06-02
62,Morocco,7859,205,6291,2020-06-02
63,Australia,7204,103,6619,2020-06-02
64,Finland,6885,318,5500,2020-06-02
65,Iraq,6868,215,3275,2020-06-02
66,Cameroon,6397,199,3629,2020-06-02
67,Azerbaijan,5662,68,3508,2020-06-02
68,Honduras,5362,217,549,2020-06-02
69,Guatemala,5336,116,795,2020-06-02
70,Sudan,5173,298,1522,2020-06-02
71,Luxembourg,4019,110,3845,2020-06-02
72,Tajikistan,4013,47,2089,2020-06-02
73,Hungary,3921,532,2160,2020-06-02
74,Puerto Rico,3873,136,850,2020-06-02
75,Guinea,3844,23,2135,2020-06-02
76,Senegal,3739,41,1858,2020-06-02
77,Uzbekistan,3718,15,2859,2020-06-02
78,Djibouti,3569,24,1521,2020-06-02
79,DR Congo,3194,72,454,2020-06-02
80,Thailand,3083,57,2966,2020-06-02
81,Ivory Coast,2951,33,1467,2020-06-02
82,Greece,2918,179,1374,2020-06-02
83,Gabon,2655,17,722,2020-06-02
84,El Salvador,2653,46,1116,2020-06-02
85,Bosnia & Herzegovina,2524,154,1888,2020-06-02
86,Bulgaria,2519,140,1090,2020-06-02
87,North Macedonia,2315,140,1569,2020-06-02
88,Croatia,2246,103,2077,2020-06-02
89,Haiti,2226,45,24,2020-06-02
90,Cuba,2083,83,1826,2020-06-02
91,Somalia,2023,79,361,2020-06-02
92,Kenya,2021,69,482,2020-06-02
93,Estonia,1870,68,1625,2020-06-02
94,Kyrgyzstan,1845,17,1219,2020-06-02
95,Maldives,1829,6,488,2020-06-02
96,Nepal,1811,8,221,2020-06-02
97,Iceland,1806,10,1794,2020-06-02
98,Lithuania,1678,70,1236,2020-06-02
99,Venezuela,1662,17,302,2020-06-02
100,Sri Lanka,1643,10,811,2020-06-02
101,Slovakia,1522,28,1368,2020-06-02
102,Slovenia,1473,109,1358,2020-06-02
103,Guinea-Bissau,1339,8,53,2020-06-02
104,Mali,1315,78,744,2020-06-02
105,Equatorial Guinea,1306,12,200,2020-06-02
106,Ethiopia,1257,12,217,2020-06-02
107,Lebanon,1233,27,715,2020-06-02
108,New Zealand,1154,22,1131,2020-06-02
109,Albania,1143,33,877,2020-06-02
110,USS ,1102,1,53,2020-06-02
111,Zambia,1089,7,912,2020-06-02
112,Hong Kong,1088,4,1037,2020-06-02
113,Tunisia,1084,48,964,2020-06-02
114,Charles de Gaulle,1081,0,0,2020-06-02
115,Central African Republic,1069,4,23,2020-06-02
116,Latvia,1066,24,745,2020-06-02
117,Kosovo,1064,30,829,2020-06-02
118,Costa Rica,1056,10,669,2020-06-02
119,Paraguay,995,11,488,2020-06-02
120,South Sudan,994,10,6,2020-06-02
121,Niger,958,65,844,2020-06-02
122,Cyprus,949,17,790,2020-06-02
123,Sierra Leone,865,46,475,2020-06-02
124,Burkina Faso,847,53,719,2020-06-02
125,Uruguay,825,23,689,2020-06-02
126,Georgia,794,12,624,2020-06-02
127,Chad,790,66,539,2020-06-02
128,Madagascar,826,6,174,2020-06-02
129,Andorra,765,51,698,2020-06-02
130,Nicaragua,759,35,370,2020-06-02
131,Jordan,746,9,535,2020-06-02
132,Diamond Princess,712,14,653,2020-06-02
133,San Marino,671,42,359,2020-06-02
134,Malta,619,9,537,2020-06-02
135,Congo,611,20,179,2020-06-02
136,Mauritania,588,26,36,2020-06-02
137,Jamaica,586,9,311,2020-06-02
138,Donetsk PR,539,18,134,2020-06-02
139,Tanzania,509,21,183,2020-06-02
140,São Tomé & Príncipe,484,12,68,2020-06-02
141,Cape Verde,458,4,210,2020-06-02
142,Uganda,457,0,72,2020-06-02
143,Palestine,449,3,372,2020-06-02
144,Taiwan,443,7,427,2020-06-02
145,Togo,443,13,215,2020-06-02
146,Luhansk PR,419,6,306,2020-06-02
147,Rwanda,377,1,262,2020-06-02
148,Yemen,354,84,14,2020-06-02
149,Isle of Man,336,24,311,2020-06-02
150,Malawi,336,4,42,2020-06-02
151,Mauritius,335,10,322,2020-06-02
152,Somaliland,332,23,33,2020-06-02
153,Vietnam,328,0,293,2020-06-02
154,Montenegro,324,9,315,2020-06-02
155,Jersey,308,29,290,2020-06-02
156,Liberia,296,27,159,2020-06-02
157,Eswatini,293,3,194,2020-06-02
158,Guernsey,252,13,238,2020-06-02
159,Mozambique,254,2,97,2020-06-02
160,Benin,243,3,147,2020-06-02
161,Myanmar,228,6,138,2020-06-02
162,Zimbabwe,203,4,29,2020-06-02
163,Faroe Islands,187,0,187,2020-06-02
164,Mongolia,185,0,44,2020-06-02
165,Guam,172,5,143,2020-06-02
166,Gibraltar,170,0,151,2020-06-02
167,Libya,168,5,52,2020-06-02
168,Guyana,153,12,70,2020-06-02
169,Cayman Islands,150,1,75,2020-06-02
170,<i>Costa Atlantica</i>,148,0,0,2020-06-02
171,Bermuda,141,9,112,2020-06-02
172,Brunei,141,2,138,2020-06-02
173,<i>Greg Mortimer</i>,128,1,,2020-06-02
174,Cambodia,125,0,123,2020-06-02
175,Syria,123,5,46,2020-06-02
176,Trinidad & Tobago,117,8,108,2020-06-02
177,Northern Cyprus,108,4,104,2020-06-02
178,Comoros,106,2,26,2020-06-02
179,Bahamas,102,11,48,2020-06-02
180,Aruba,101,3,98,2020-06-02
181,Monaco,99,4,90,2020-06-02
182,Barbados,92,7,76,2020-06-02
183,Angola,86,4,18,2020-06-02
184,Liechtenstein,82,1,55,2020-06-02
185,Sint Maarten,77,15,60,2020-06-02
186,U.S. Virgin Islands,69,6,61,2020-06-02
187,Burundi,63,1,33,2020-06-02
188,French Polynesia,60,0,60,2020-06-02
189,Macau,45,0,45,2020-06-02
190,Suriname,44,1,9,2020-06-02
191,Bhutan,43,0,6,2020-06-02
192,Artsakh,43,0,26,2020-06-02
193,Eritrea,39,0,39,2020-06-02
194,Botswana,38,1,20,2020-06-02
195,South Ossetia,37,0,30,2020-06-02
196,Abkhazia,28,1,15,2020-06-02
197,Antigua & Barbuda,26,3,19,2020-06-02
198,Saint Vincent,26,0,14,2020-06-02
199,Namibia,25,0,16,2020-06-02
200,The Gambia,25,1,20,2020-06-02
201,East Timor,24,0,24,2020-06-02
202,Grenada,23,0,18,2020-06-02
203,Northern Mariana Islands ,22,2,16,2020-06-02
204,Curaçao,20,1,15,2020-06-02
205,New Caledonia,20,0,18,2020-06-02
206,Laos,19,0,16,2020-06-02
207,Belize,18,2,16,2020-06-02
208,Fiji,18,0,15,2020-06-02
209,Saint Lucia,18,0,18,2020-06-02
210,Dominica,16,0,16,2020-06-02
211,Saint Kitts & Nevis,15,0,15,2020-06-02
212,Falkland Islands,13,0,13,2020-06-02
213,Greenland,13,0,11,2020-06-02
214,MS ,13,4,,2020-06-02
215,Coral Princess,12,2,,2020-06-02
216,Turks & Caicos Islands,12,1,10,2020-06-02
217,Vatican City,12,0,2,2020-06-02
218,Montserrat,11,1,10,2020-06-02
219,Seychelles,11,0,11,2020-06-02
220,British Virgin Islands,8,1,7,2020-06-02
221,HNLMS ,8,0,,2020-06-02
222,Papua New Guinea,8,0,8,2020-06-02
223,Anguilla,3,0,3,2020-06-02
224,Saba,3,0,3,2020-06-02
225,Bonaire,2,0,2,2020-06-02
226,Lesotho,2,0,1,2020-06-02
227,Sint Eustatius,2,0,2,2020-06-02
228,Saint Pierre & Miquelon,1,0,1,2020-06-02
1,United States,1870030,107682,420766,2020-06-03
2,Brazil,558237,31309,240627,2020-06-03
3,Russia,432277,5215,195957,2020-06-03
4,United Kingdom,277985,39369,,2020-06-03
5,Spain,239932,27127,150376,2020-06-03
6,Italy,233515,33530,160092,2020-06-03
7,India,207615,5815,100303,2020-06-03
8,Germany,184091,8674,166428,2020-06-03
9,Peru,174884,4767,69257,2020-06-03
10,Turkey,165555,4585,129921,2020-06-03
11,Iran,157562,7942,123077,2020-06-03
12,France,151325,28940,68812,2020-06-03
13,Chile,108686,1188,,2020-06-03
14,Mexico,97326,10637,70308,2020-06-03
15,Canada,92410,7395,50357,2020-06-03
16,Saudi Arabia,89011,549,65790,2020-06-03
17,China,83021,4634,78314,2020-06-03
18,Pakistan,83267,1717,28923,2020-06-03
19,Qatar,60259,43,36036,2020-06-03
20,Belgium,58685,9522,15959,2020-06-03
21,Bangladesh,55140,746,11590,2020-06-03
22,Netherlands,46733,5977,,2020-06-03
23,Belarus,45116,248,20171,2020-06-03
24,Sweden,40803,4542,4971,2020-06-03
25,Ecuador,40414,3438,4000,2020-06-03
26,Singapore,36405,24,23175,2020-06-03
27,South Africa,35812,705,17291,2020-06-03
28,United Arab Emirates,35788,269,18726,2020-06-03
29,Portugal,32895,1436,19869,2020-06-03
30,Colombia,31833,1009,11142,2020-06-03
31,Switzerland,30893,1660,28600,2020-06-03
32,Kuwait,29359,230,15750,2020-06-03
33,Indonesia,28233,1698,8406,2020-06-03
34,Egypt,27536,1052,7642,2020-06-03
35,Ireland,25066,1658,22089,2020-06-03
36,Ukraine,24823,735,10440,2020-06-03
37,Poland,24545,1102,12014,2020-06-03
38,Romania,19669,1288,13800,2020-06-03
39,Philippines,18997,966,4063,2020-06-03
40,Argentina,18306,569,5696,2020-06-03
41,Dominican Republic,17572,502,10893,2020-06-03
42,Israel,17342,290,14955,2020-06-03
43,Afghanistan,17267,294,1522,2020-06-03
44,Japan,16986,900,14771,2020-06-03
45,Austria,16759,669,15629,2020-06-03
46,Panama,14095,352,9514,2020-06-03
47,Oman,13538,67,2845,2020-06-03
48,Bahrain,12311,19,7407,2020-06-03
49,Kazakhstan,11796,44,5996,2020-06-03
50,Denmark,11734,580,10489,2020-06-03
51,South Korea,11590,273,10467,2020-06-03
52,Serbia,11523,245,6852,2020-06-03
53,Bolivia,10991,376,1298,2020-06-03
54,Nigeria,10819,314,3239,2020-06-03
55,Armenia,10524,170,3454,2020-06-03
56,Algeria,9626,667,6067,2020-06-03
57,Czech Republic,9374,323,6693,2020-06-03
58,Moldova,8795,310,4863,2020-06-03
59,Norway,8455,237,7727,2020-06-03
60,Ghana,8297,38,2986,2020-06-03
61,Malaysia,7970,115,6531,2020-06-03
62,Morocco,7910,206,6643,2020-06-03
63,Iraq,7387,235,3508,2020-06-03
64,Australia,7226,102,6625,2020-06-03
65,Finland,6911,320,5500,2020-06-03
66,Cameroon,6585,200,3676,2020-06-03
67,Azerbaijan,5935,71,3564,2020-06-03
68,Guatemala,5586,123,824,2020-06-03
69,Honduras,5527,225,563,2020-06-03
70,Sudan,5310,307,1625,2020-06-03
71,Tajikistan,4100,47,2217,2020-06-03
72,Puerto Rico,4023,140,850,2020-06-03
73,Luxembourg,4020,110,3848,2020-06-03
74,Hungary,3931,534,2190,2020-06-03
75,Guinea,3886,23,2267,2020-06-03
76,Senegal,3836,45,1954,2020-06-03
77,Djibouti,3779,25,1607,2020-06-03
78,Uzbekistan,3769,15,2919,2020-06-03
79,DR Congo,3325,72,482,2020-06-03
80,Thailand,3084,58,2968,2020-06-03
81,Ivory Coast,3024,33,1501,2020-06-03
82,Greece,2937,179,1374,2020-06-03
83,Gabon,2803,20,779,2020-06-03
84,El Salvador,2705,49,1179,2020-06-03
85,Bulgaria,2560,146,1206,2020-06-03
86,Bosnia & Herzegovina,2551,157,1939,2020-06-03
87,Haiti,2507,48,24,2020-06-03
88,North Macedonia,2492,145,1605,2020-06-03
89,Croatia,2246,103,2088,2020-06-03
90,Nepal,2099,8,266,2020-06-03
91,Kenya,2093,71,499,2020-06-03
92,Cuba,2092,83,1827,2020-06-03
93,Somalia,2089,79,380,2020-06-03
94,Estonia,1880,69,1650,2020-06-03
95,Kyrgyzstan,1871,20,1265,2020-06-03
96,Maldives,1841,7,608,2020-06-03
97,Venezuela,1819,18,334,2020-06-03
98,Iceland,1806,10,1794,2020-06-03
99,Lithuania,1684,71,1260,2020-06-03
100,Sri Lanka,1683,10,823,2020-06-03
101,Slovakia,1525,28,1375,2020-06-03
102,Slovenia,1475,109,1358,2020-06-03
103,Mali,1351,78,769,2020-06-03
104,Ethiopia,1344,14,231,2020-06-03
105,Guinea-Bissau,1339,8,53,2020-06-03
106,Equatorial Guinea,1306,12,200,2020-06-03
107,Lebanon,1242,27,719,2020-06-03
108,Albania,1184,33,898,2020-06-03
109,Central African Republic,1173,4,23,2020-06-03
110,New Zealand,1154,22,1131,2020-06-03
111,Nicaragua,1118,46,370,2020-06-03
112,Costa Rica,1105,10,682,2020-06-03
113,USS ,1102,1,53,2020-06-03
114,Hong Kong,1094,4,1037,2020-06-03
115,Zambia,1089,7,912,2020-06-03
116,Tunisia,1086,48,965,2020-06-03
117,Charles de Gaulle,1081,0,0,2020-06-03
118,Latvia,1079,24,760,2020-06-03
119,Kosovo,1064,30,829,2020-06-03
120,Paraguay,1013,11,498,2020-06-03
121,South Sudan,994,10,6,2020-06-03
122,Niger,960,65,848,2020-06-03
123,Cyprus,952,17,790,2020-06-03
124,Sierra Leone,896,46,480,2020-06-03
125,Burkina Faso,884,53,720,2020-06-03
126,Madagascar,845,6,185,2020-06-03
127,Andorra,844,51,733,2020-06-03
128,Uruguay,826,23,689,2020-06-03
129,Chad,803,66,562,2020-06-03
130,Georgia,800,13,640,2020-06-03
131,Jordan,755,9,549,2020-06-03
132,Diamond Princess,712,14,653,2020-06-03
133,San Marino,672,42,384,2020-06-03
134,Mauritania,668,31,55,2020-06-03
135,Malta,620,9,554,2020-06-03
136,Congo,611,20,179,2020-06-03
137,Jamaica,590,9,356,2020-06-03
138,Donetsk PR,553,20,144,2020-06-03
139,Tanzania,509,21,183,2020-06-03
140,Uganda,489,0,82,2020-06-03
141,São Tomé & Príncipe,484,12,68,2020-06-03
142,Cape Verde,466,5,237,2020-06-03
143,Palestine,451,3,372,2020-06-03
144,Togo,445,13,230,2020-06-03
145,Taiwan,443,7,427,2020-06-03
146,Luhansk PR,419,6,321,2020-06-03
147,Yemen,399,87,15,2020-06-03
148,Rwanda,384,1,269,2020-06-03
149,Somaliland,359,22,33,2020-06-03
150,Malawi,358,4,42,2020-06-03
151,Isle of Man,336,24,311,2020-06-03
152,Mauritius,335,10,322,2020-06-03
153,Vietnam,328,0,293,2020-06-03
154,Montenegro,324,9,315,2020-06-03
155,Liberia,311,28,1567,2020-06-03
156,Jersey,308,29,290,2020-06-03
157,Mozambique,307,2,98,2020-06-03
158,Eswatini,294,3,198,2020-06-03
159,Guernsey,252,13,238,2020-06-03
160,Benin,244,3,148,2020-06-03
161,Myanmar,233,6,153,2020-06-03
162,Zimbabwe,206,4,29,2020-06-03
